document,label
i feel like there is a fragment sweet scent hang on my tongue it instantly disappear as if saying i was paranoid,love
i feel bashful under his teasing scrutiny,fear
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger
when i heard the news of the death of my father it was in the evening and i was alone all night in my room trying to remember the face of my father,sadness
im feeling very defeated negative and what is the point of it all today,sadness
i always got the feeling that even though he admired moriartys intellect he was at the same time very scared of him and quite horrified by his evilness,love
i feel very helpless if i do not have any goal to reach nothing to achieve,fear
i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,fear
i think if youre sad a top tip is to eat lots and lots and lots and lots of it until you feel very satisfied and a maybe a bit queasy,joy
i often refer to myself as being weak im not sure what i mean exactly when i say it but i do know that when i reflect on the past two years i feel strong strong and accomplished,joy
i feel a cold coming on or drink a little extra xango juice when i am stiff and sore,anger
i was catapulted back into feeling more terrified of people than i had been in awhile,fear
i asked zack if i could go all out and write what i was feeling and he was gracious enough to let me do so,joy
i am feeling a bit restless these days,fear
i hope youre all feeling very fond of me by now,love
